id,weight_cos,weight_l2,early_weight_cos,early_weight_l2,backbone_weight_cos,backbone_weight_l2,head_weight_cos,head_weight_l2,bn_weight_cos,bn_weight_l2,test_logit_cos,test_pred_agree,test_neg_kl,test_conf_corr,test_loss_corr,test_feature_cos,test_low_margin_logit_cos,test_low_margin_agree,test_topk_jaccard,target_train_logit_cos,target_train_pred_agree,target_train_neg_kl,target_train_conf_corr,target_train_loss_corr,target_train_feature_cos,target_train_low_margin_logit_cos,target_train_low_margin_agree,target_train_topk_jaccard,non_target_train_logit_cos,non_target_train_pred_agree,non_target_train_neg_kl,non_target_train_conf_corr,non_target_train_loss_corr,non_target_train_feature_cos,non_target_train_low_margin_logit_cos,non_target_train_low_margin_agree,non_target_train_topk_jaccard,noise_logit_cos,noise_pred_agree,noise_neg_kl,weight_cos_rank,weight_l2_rank,early_weight_cos_rank,early_weight_l2_rank,backbone_weight_cos_rank,backbone_weight_l2_rank,head_weight_cos_rank,head_weight_l2_rank,bn_weight_cos_rank,bn_weight_l2_rank,test_logit_cos_rank,test_pred_agree_rank,test_neg_kl_rank,test_conf_corr_rank,test_loss_corr_rank,test_feature_cos_rank,test_low_margin_logit_cos_rank,test_low_margin_agree_rank,test_topk_jaccard_rank,target_train_logit_cos_rank,target_train_pred_agree_rank,target_train_neg_kl_rank,target_train_conf_corr_rank,target_train_loss_corr_rank,target_train_feature_cos_rank,target_train_low_margin_logit_cos_rank,target_train_low_margin_agree_rank,target_train_topk_jaccard_rank,non_target_train_logit_cos_rank,non_target_train_pred_agree_rank,non_target_train_neg_kl_rank,non_target_train_conf_corr_rank,non_target_train_loss_corr_rank,non_target_train_feature_cos_rank,non_target_train_low_margin_logit_cos_rank,non_target_train_low_margin_agree_rank,non_target_train_topk_jaccard_rank,noise_logit_cos_rank,noise_pred_agree_rank,noise_neg_kl_rank,weight_detector,behavior_detector,feature_detector,noise_detector,train_nontrain_logit_gap,train_nontrain_conf_gap,train_nontrain_loss_gap,train_nontrain_logit_gap_rank,train_nontrain_conf_gap_rank,train_nontrain_loss_gap_rank,fingerprint_detector,behavior_feature_detector,behavior_fingerprint_detector,noise_behavior_detector,score
0,0.1849842686360716,0.27666446254266597,0.15618887763451383,0.1822043792256547,0.2112242214337785,0.27044123457569325,0.006515350733007522,0.2913787274880397,0.518095976344282,0.32328602877322776,0.6168786287307739,0.5266000032424927,-1.3501313924789429,0.3973068073801722,0.5311794904017613,0.3294786512851715,0.6421656608581543,0.25333333015441895,0.5178400278091431,0.551440954208374,0.5248000025749207,-1.6910617351531982,0.1588078929839022,0.18926065467117242,0.28177106380462646,0.5517528653144836,0.2866666615009308,0.4837999939918518,0.6172091960906982,0.517799973487854,-1.35225510597229,0.41131599287218207,0.5392486275336937,0.3311167359352112,0.6234862208366394,0.25,0.5166400671005249,0.4342707395553589,0.23828125,-3.333390712738037,0.20891364902506965,0.17548746518105848,0.5877437325905293,0.16434540389972144,0.21448467966573817,0.21448467966573817,0.6601671309192201,0.4568245125348189,0.19220055710306408,0.19498607242339833,0.1894150417827298,0.24512534818941503,0.22284122562674094,0.21727019498607242,0.24233983286908078,0.5682451253481894,0.2200557103064067,0.3398328690807799,0.22841225626740946,0.18384401114206128,0.24512534818941503,0.2562674094707521,0.3398328690807799,0.4428969359331476,0.5821727019498607,0.181058495821727,0.20891364902506965,0.21727019498607242,0.16434540389972144,0.19220055710306408,0.21448467966573817,0.24512534818941503,0.24512534818941503,0.5682451253481894,0.21448467966573817,0.24512534818941503,0.22562674094707522,0.41225626740947074,0.4623955431754875,0.2924791086350975,0.20334261838440112,0.22562674094707522,0.5682451253481894,0.3816155988857939,-0.06576824188232422,-0.2525080998882799,-0.3499879728625213,0.0807799442896936,0.5905292479108635,0.6016713091922006,0.19498607242339833,0.34554317548746516,0.21183844011142064,0.3114206128133705,0.172802562045743
1,0.11874137618517863,0.1523796302935776,0.0907262821598575,0.07190421598042607,0.13300946276929265,0.14168558293227274,0.0035666247221529507,0.28704438727141723,0.24961131536646544,0.11098308226336584,0.14434579014778137,0.03880000114440918,-4.525444507598877,0.054739650101982645,0.037128118241994024,0.3488415777683258,0.16186875104904175,0.023333333432674408,0.11599999666213989,0.12488657236099243,0.052400000393390656,-5.6128997802734375,0.018420168511870293,0.009088470033822644,0.2992211878299713,0.13296228647232056,0.07666666805744171,0.10972000658512115,0.1473139077425003,0.043800000101327896,-4.498671054840088,0.059741261897029316,0.011769315259127678,0.35189351439476013,0.16801439225673676,0.01666666753590107,0.11548000574111938,0.3300192654132843,0.0,-6.479382038116455,0.019498607242339833,0.005571030640668524,0.036211699164345405,0.0,0.033426183844011144,0.005571030640668524,0.5153203342618384,0.25069637883008355,0.033426183844011144,0.005571030640668524,0.013927576601671309,0.005571030640668524,0.013927576601671309,0.005571030640668524,0.011142061281337047,0.6518105849582173,0.011142061281337047,0.002785515320334262,0.011142061281337047,0.013927576601671309,0.011142061281337047,0.013927576601671309,0.011142061281337047,0.008356545961002786,0.6629526462395543,0.011142061281337047,0.03899721448467967,0.008356545961002786,0.013927576601671309,0.008356545961002786,0.013927576601671309,0.0,0.008356545961002786,0.6629526462395543,0.013927576601671309,0.002785515320334262,0.011142061281337047,0.233983286908078,0.25069637883008355,0.14206128133704735,0.002785515320334262,0.011142061281337047,0.6518105849582173,0.1671309192200557,-0.022427335381507874,-0.04132109338515902,-0.0026808452253050345,0.3871866295264624,0.8774373259052924,0.8802228412256268,0.033426183844011144,0.23537604456824512,0.021169916434540394,0.09693593314763232,0.010801998935609078
2,0.2578478444340314,0.3907362752447473,0.12314785968204241,0.33783924457055525,0.3238857442180344,0.41794762113983797,-0.0033262859493869705,0.29171833141749803,0.952090744223911,0.8452264967863289,0.861217200756073,0.7893999814987183,-0.3595827519893646,0.7571685981862742,0.8294681831343731,0.24479950964450836,0.7622538208961487,0.33666667342185974,0.6378800272941589,0.9228581190109253,1.0,-0.0051537370309233665,0.24476088484119504,0.24160429085169097,0.17456009984016418,0.9092939496040344,1.0,0.6317600011825562,0.8583245873451233,0.7871999740600586,-0.3657439947128296,0.7512424285506715,0.832811248519656,0.24698249995708466,0.7616004943847656,0.33666667342185974,0.6324000358581543,0.4063745141029358,0.779296875,-1.2267048358917236,0.5988857938718662,0.6239554317548747,0.18662952646239556,0.6573816155988857,0.637883008356546,0.6601671309192201,0.14206128133704735,0.48746518105849584,0.6295264623955432,0.6462395543175488,0.6350974930362117,0.6295264623955432,0.6796657381615598,0.6740947075208914,0.6852367688022284,0.036211699164345405,0.5431754874651811,0.6963788300835655,0.6100278551532033,0.6629526462395543,0.6323119777158774,0.7381615598885793,0.6462395543175488,0.7075208913649025,0.036211699164345405,0.7019498607242339,0.6601671309192201,0.5877437325905293,0.6128133704735376,0.6768802228412256,0.7019498607242339,0.6545961002785515,0.713091922005571,0.05013927576601671,0.5821727019498607,0.5682451253481894,0.5487465181058496,0.362116991643454,0.5793871866295265,0.7409470752089137,0.596100278551532,0.6713091922005571,0.036211699164345405,0.5125348189415042,0.064533531665802,-0.5064815437094764,-0.591206957667965,0.8356545961002786,0.23676880222841226,0.2646239554317549,0.6935933147632312,0.449025069637883,0.6813370473537604,0.5839832869080781,0.5044363248812933
3,0.18249915420989762,0.2796714278533642,0.12967480545809,0.2164129311804639,0.21191887005692314,0.276812911744032,0.0021497761598589446,0.2784999162255398,0.721017896514337,0.4792356727154288,0.6853625774383545,0.5964000225067139,-1.6458948850631714,0.44223852115500717,0.619026089799113,0.29855650663375854,0.6317524313926697,0.20999999344348907,0.5123199820518494,0.6921615600585938,0.8130000233650208,-0.6400836706161499,0.1557625048146241,0.13744772506071892,0.25014013051986694,0.6839517951011658,0.6766666769981384,0.520039975643158,0.6834583282470703,0.5920000076293945,-1.6768584251403809,0.41823292956091207,0.6199252082368879,0.3005882799625397,0.6147233247756958,0.2266666740179062,0.5122399926185608,0.5219764709472656,0.140625,-9.326143264770508,0.20055710306406685,0.1894150417827298,0.3593314763231198,0.23676880222841226,0.22284122562674094,0.22284122562674094,0.4428969359331476,0.11142061281337047,0.3398328690807799,0.3064066852367688,0.2395543175487465,0.298050139275766,0.1671309192200557,0.2646239554317549,0.31197771587743733,0.4428969359331476,0.2116991643454039,0.233983286908078,0.2200557103064067,0.2924791086350975,0.403899721448468,0.40947075208913647,0.3286908077994429,0.21448467966573817,0.4428969359331476,0.3008356545961003,0.41225626740947074,0.2785515320334262,0.23676880222841226,0.27019498607242337,0.181058495821727,0.2479108635097493,0.30362116991643456,0.47075208913649025,0.20612813370473537,0.19220055710306408,0.2200557103064067,0.5598885793871866,0.42896935933147634,0.07799442896935933,0.19220055710306408,0.233983286908078,0.4428969359331476,0.3983286908077994,0.008703231811523438,-0.262470424746288,-0.482477483176169,0.5988857938718662,0.5738161559888579,0.43454038997214484,0.3147632311977716,0.30710306406685234,0.2703342618384401,0.3243732590529248,0.1907537782264662
4,0.2654385573440477,0.3938525312299127,0.22924999869165114,0.37921159489994827,0.3332610040918534,0.42199224032405547,-0.0032521086396318493,0.29174455768885377,0.9605217950745207,0.8595031674015893,1.0,1.0,6.972057375875806e-10,0.9999998252550283,0.9999999795450699,0.24827368557453156,1.0,1.0,0.9999599456787109,1.0,1.0,4.4547823763174677e-11,0.9999999437918217,0.9999998448166709,0.17786885797977448,1.0,1.0,1.0,1.0,1.0,8.994546218943356e-10,1.0000000969362832,0.9999998821633789,0.25128281116485596,1.0,1.0,1.0,1.0,1.0,2.3653115022170823e-09,0.7743732590529248,0.7827298050139275,0.7743732590529248,0.7827298050139275,0.7827298050139275,0.7966573816155988,0.14763231197771587,0.49025069637883006,0.8050139275766016,0.8105849582172702,0.935933147632312,0.9387186629526463,0.9972144846796658,0.924791086350975,0.9415041782729805,0.11420612813370473,0.9220055710306406,0.9303621169916435,0.9192200557103064,0.9442896935933147,0.6072423398328691,0.924791086350975,0.9303621169916435,0.9415041782729805,0.11977715877437325,0.9331476323119777,0.6573816155988857,0.9192200557103064,0.9275766016713092,0.9303621169916435,0.9610027855153204,0.9303621169916435,0.924791086350975,0.12534818941504178,0.9303621169916435,0.9220055710306406,0.935933147632312,0.9220055710306406,0.924791086350975,0.9749303621169917,0.7827298050139275,0.9192200557103064,0.11420612813370473,0.9220055710306406,0.0,-1.531444615565647e-07,-3.734670794841577e-08,0.48746518105849584,0.9554317548746518,0.9192200557103064,0.8523676880222841,0.6374651810584958,0.8891364902506964,0.9207520891364902,0.8321871866461829
5,0.9396945041657645,0.6994732393464858,0.9597707021151123,0.6519887835036371,0.9355020566387607,0.6783220843349207,0.9967686794732766,0.872400342375064,0.9622598271181463,0.7681947975375464,0.8681646585464478,0.7594000101089478,-0.6016051769256592,0.6820134611892739,0.8056838991357562,0.8791548013687134,0.8122839331626892,0.2666666805744171,0.6624001264572144,0.890806257724762,0.9864000082015991,-0.06277643889188766,0.2219362910565852,0.13338054014479114,0.8874425888061523,0.8774893283843994,0.9466666579246521,0.6494800448417664,0.866923451423645,0.7567999958992004,-0.5953488945960999,0.6995620654581802,0.8268866439757397,0.8790873885154724,0.8127281665802002,0.33000001311302185,0.6594400405883789,0.6563913822174072,0.828125,-3.906310558319092,0.8105849582172702,0.8105849582172702,0.8105849582172702,0.8105849582172702,0.8105849582172702,0.8105849582172702,0.807799442896936,0.7883008356545961,0.8105849582172702,0.48746518105849584,0.7186629526462396,0.49025069637883006,0.45125348189415043,0.479108635097493,0.5571030640668524,0.7827298050139275,0.7103064066852368,0.36768802228412256,0.7019498607242339,0.5125348189415042,0.45403899721448465,0.479108635097493,0.5487465181058496,0.1977715877437326,0.7827298050139275,0.5125348189415042,0.45403899721448465,0.7103064066852368,0.713091922005571,0.467966573816156,0.4735376044568245,0.532033426183844,0.6350974930362117,0.7827298050139275,0.7075208913649025,0.5348189415041783,0.6908077994428969,0.7325905292479109,0.6323119777158774,0.2562674094707521,0.8105849582172702,0.5821727019498607,0.7827298050139275,0.6239554317548747,0.023882806301116943,-0.47762577440159504,-0.6935061038309486,0.649025069637883,0.2924791086350975,0.04456824512534819,0.596100278551532,0.6523676880222842,0.5884401114206128,0.6051532033426185,0.7053004146393891
6,0.2632252417816638,0.39279738295146494,0.1289018877444649,0.3398359089168511,0.33099549014795426,0.4208505557440614,0.0023064975778772693,0.29370591019381387,0.9546622556409581,0.8492696344092759,0.8612865209579468,0.7928000092506409,-0.368588387966156,0.752809619021,0.8251918868854815,0.24606181681156158,0.7589680552482605,0.3100000023841858,0.6392400860786438,0.9237195253372192,1.0,-0.005237309727817774,0.18121959929463533,0.17743424382572198,0.17754313349723816,0.9096439480781555,1.0,0.6332799792289734,0.8598113059997559,0.7875999808311462,-0.3581561744213104,0.7496368209738089,0.8305833497760094,0.2488507330417633,0.7642372250556946,0.35333332419395447,0.6339600682258606,0.640935480594635,0.828125,-1.8803207874298096,0.7576601671309192,0.766016713091922,0.34818941504178275,0.7520891364902507,0.7520891364902507,0.766016713091922,0.44846796657381616,0.6545961002785515,0.7632311977715878,0.766016713091922,0.6406685236768802,0.6991643454038997,0.6323119777158774,0.637883008356546,0.6323119777158774,0.0807799442896936,0.5013927576601671,0.5292479108635098,0.6323119777158774,0.6908077994428969,0.6434540389972145,0.7270194986072424,0.43454038997214484,0.3955431754874652,0.10584958217270195,0.7186629526462396,0.637883008356546,0.5988857938718662,0.6601671309192201,0.6796657381615598,0.7465181058495822,0.6239554317548747,0.6880222841225627,0.07799442896935933,0.6155988857938719,0.6713091922005571,0.5766016713091922,0.7158774373259053,0.6406685236768802,0.5571030640668524,0.766016713091922,0.6350974930362117,0.0807799442896936,0.7019498607242339,0.06390821933746338,-0.5684172216791736,-0.6531491059502874,0.7966573816155988,0.07799442896935933,0.12534818941504178,0.6044568245125348,0.4410863509749304,0.6213091922005571,0.6718662952646239,0.6565542747124941
7,0.15574292077413082,0.1784919521225885,0.15088494085412543,0.11160571776898887,0.1744859649479926,0.1671152762888446,0.00040235489443145946,0.25958389885940925,0.3725589886182966,0.15726593307985937,0.3963457942008972,0.14720000326633453,-2.6039905548095703,0.09889237715779478,0.2087209607404761,0.41390079259872437,0.43647757172584534,0.07999999821186066,0.25600001215934753,0.3459630608558655,0.14499999582767487,-3.6152944564819336,0.035817578305093856,0.10062159400855526,0.35405758023262024,0.34182071685791016,0.06333333253860474,0.238800048828125,0.3999517858028412,0.15080000460147858,-2.5699567794799805,0.13159379785594497,0.21725041345576473,0.41605135798454285,0.41430404782295227,0.09000000357627869,0.25459998846054077,0.21484199166297913,0.0,-4.705224990844727,0.11420612813370473,0.06128133704735376,0.5571030640668524,0.055710306406685235,0.10863509749303621,0.06128133704735376,0.34818941504178275,0.04178272980501393,0.10863509749303621,0.06406685236768803,0.0584958217270195,0.033426183844011144,0.055710306406685235,0.027855153203342618,0.052924791086350974,0.754874651810585,0.07799442896935933,0.03064066852367688,0.04735376044568245,0.0584958217270195,0.036211699164345405,0.04735376044568245,0.027855153203342618,0.11142061281337047,0.754874651810585,0.0584958217270195,0.013927576601671309,0.04456824512534819,0.0584958217270195,0.033426183844011144,0.055710306406685235,0.055710306406685235,0.0807799442896936,0.7520891364902507,0.0584958217270195,0.04456824512534819,0.04735376044568245,0.09192200557103064,0.233983286908078,0.21727019498607242,0.10584958217270195,0.04735376044568245,0.754874651810585,0.10027855153203342,-0.05398872494697571,-0.09577621955085111,-0.11662881944720947,0.21448467966573817,0.7688022284122563,0.766016713091922,0.04456824512534819,0.29498607242339836,0.04610027855153204,0.0764623955431755,0.0403113615518389
8,1.0015706838397698,0.982007346055512,1.0000235671306024,1.0,1.002447311930037,1.0,0.9973585518348479,0.9604446815495375,1.0000005665997294,1.0,0.9854931831359863,0.9574000239372253,-0.015483220107853413,0.9860420852989951,0.992084189016334,1.0,0.9776241779327393,0.5799999833106995,0.8827999830245972,0.9897638559341431,1.0,-0.0006366950110532343,0.858644390680617,0.8546462649946599,1.0,0.9881200194358826,1.0,0.8583600521087646,0.9852968454360962,0.9574000239372253,-0.01600203476846218,0.9858646443869934,0.9919804029933523,1.0,0.9774302244186401,0.6066666841506958,0.8834800720214844,0.9780791997909546,0.85546875,-0.027767300605773926,0.9498607242339833,0.9415041782729805,0.9637883008356546,0.9610027855153204,1.0,0.9832869080779945,0.8133704735376045,0.8161559888579387,0.9972144846796658,0.9749303621169917,0.8551532033426184,0.883008356545961,0.8802228412256268,0.883008356545961,0.8774373259052924,0.958217270194986,0.8551532033426184,0.8802228412256268,0.8579387186629527,0.8495821727019499,0.7019498607242339,0.8802228412256268,0.8802228412256268,0.8802228412256268,0.947075208913649,0.8495821727019499,0.6211699164345403,0.8523676880222841,0.8551532033426184,0.8802228412256268,0.8774373259052924,0.883008356545961,0.8774373259052924,0.958217270194986,0.8551532033426184,0.883008356545961,0.8579387186629527,0.8635097493036211,0.8662952646239555,0.8746518105849582,0.9637883008356546,0.8662952646239555,0.958217270194986,0.8746518105849582,0.004467010498046875,-0.12722025370637635,-0.13733413799869243,0.584958217270195,0.7214484679665738,0.7493036211699164,0.9136490250696379,0.8984679665738161,0.8876044568245126,0.870891364902507,0.8981963785536609
9,0.8036810636407162,0.5364335559939222,0.8798638697057665,0.4919658677442963,0.7876379739418498,0.509298933225905,0.9835591248160139,0.8083492974230753,0.8886912297977788,0.627387624572334,0.853995144367218,0.7807999849319458,-0.7170217037200928,0.6880711372456983,0.8079646993524657,0.8628268837928772,0.8038525581359863,0.3233333230018616,0.6698800325393677,0.8682186603546143,0.9914000034332275,-0.046957820653915405,0.1960769476116037,0.12121443088978093,0.8644610643386841,0.8627358078956604,0.9666666388511658,0.6522800922393799,0.8524222373962402,0.7652000188827515,-0.8808254599571228,0.6199606002912595,0.7235096255826555,0.8620753884315491,0.7983368039131165,0.3033333420753479,0.6643201112747192,0.5300285816192627,0.00390625,-8.394493103027344,0.807799442896936,0.807799442896936,0.807799442896936,0.807799442896936,0.807799442896936,0.807799442896936,0.7855153203342619,0.7799442896935933,0.43454038997214484,0.36768802228412256,0.5793871866295265,0.5543175487465181,0.3788300835654596,0.4958217270194986,0.5626740947075209,0.7799442896935933,0.6991643454038997,0.6100278551532033,0.713091922005571,0.48467966573816157,0.46518105849582175,0.49025069637883006,0.467966573816156,0.15598885793871867,0.7799442896935933,0.48746518105849584,0.467966573816156,0.713091922005571,0.5766016713091922,0.5153203342618384,0.3426183844011142,0.42618384401114207,0.4373259052924791,0.7799442896935933,0.6991643454038997,0.37604456824512533,0.7075208913649025,0.5793871866295265,0.34540389972144847,0.10584958217270195,0.8022284122562674,0.5793871866295265,0.7799442896935933,0.403899721448468,0.015796422958374023,-0.42388365267965583,-0.6022951946928746,0.6128133704735376,0.3593314763231198,0.23676880222841226,0.5793871866295265,0.64958217270195,0.5793871866295266,0.48286908077994434,0.699182411763915
